file_path,coarse_class,original_path
coarse/Containers & Orchestration/Arch_Amazon-EKS-Distro_64.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/64/Arch_Amazon-EKS-Distro_64.svg
coarse/Containers & Orchestration/Arch_Amazon-EKS-Cloud_16.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/16/Arch_Amazon-EKS-Cloud_16.svg
coarse/Containers & Orchestration/Arch_Amazon-EKS-Anywhere_16.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/16/Arch_Amazon-EKS-Anywhere_16.svg
coarse/Containers & Orchestration/Arch_Amazon-ECS-Anywhere_16.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/16/Arch_Amazon-ECS-Anywhere_16.svg
coarse/Containers & Orchestration/Arch_Amazon-EKS-Distro_16.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/16/Arch_Amazon-EKS-Distro_16.svg
coarse/Containers & Orchestration/Arch_AWS-Fargate_16.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/16/Arch_AWS-Fargate_16.svg
coarse/Containers & Orchestration/Arch_AWS-Fargate_32.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/32/Arch_AWS-Fargate_32.svg
coarse/Containers & Orchestration/Arch_Amazon-ECS-Anywhere_32.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/32/Arch_Amazon-ECS-Anywhere_32.svg
coarse/Containers & Orchestration/Arch_Amazon-EKS-Cloud_32.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/32/Arch_Amazon-EKS-Cloud_32.svg
coarse/Containers & Orchestration/Arch_Amazon-EKS-Distro_32.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/32/Arch_Amazon-EKS-Distro_32.svg
coarse/Containers & Orchestration/Arch_Amazon-EKS-Anywhere_32.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/32/Arch_Amazon-EKS-Anywhere_32.svg
coarse/Containers & Orchestration/Arch_Amazon-EKS-Cloud_48.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/48/Arch_Amazon-EKS-Cloud_48.svg
coarse/Containers & Orchestration/Arch_AWS-Fargate_48.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/48/Arch_AWS-Fargate_48.svg
coarse/Containers & Orchestration/Arch_Amazon-EKS-Anywhere_48.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/48/Arch_Amazon-EKS-Anywhere_48.svg
coarse/Containers & Orchestration/Arch_Amazon-ECS-Anywhere_48.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/48/Arch_Amazon-ECS-Anywhere_48.svg
coarse/Containers & Orchestration/Arch_Amazon-EKS-Distro_48.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Containers/48/Arch_Amazon-EKS-Distro_48.svg
coarse/Security & Identity/Arch_Amazon-GuardDuty_64.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/64/Arch_Amazon-GuardDuty_64.svg
coarse/Security & Identity/Arch_AWS-WAF_64.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/64/Arch_AWS-WAF_64.svg
coarse/Security & Identity/Arch_Amazon-Macie_64.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/64/Arch_Amazon-Macie_64.svg
coarse/Security & Identity/Arch_Amazon-Cognito_64.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/64/Arch_Amazon-Cognito_64.svg
coarse/Containers & Orchestration/Arch_AWS-Secrets-Manager_64.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/64/Arch_AWS-Secrets-Manager_64.svg
coarse/Security & Identity/Arch_AWS-Security-Hub_64.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/64/Arch_AWS-Security-Hub_64.svg
coarse/Security & Identity/Arch_AWS-Shield_64.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/64/Arch_AWS-Shield_64.svg
coarse/Security & Identity/Arch_AWS-WAF_16.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/16/Arch_AWS-WAF_16.svg
coarse/Containers & Orchestration/Arch_AWS-Secrets-Manager_16.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/16/Arch_AWS-Secrets-Manager_16.svg
coarse/Security & Identity/Arch_Amazon-GuardDuty_16.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/16/Arch_Amazon-GuardDuty_16.svg
coarse/Security & Identity/Arch_AWS-Shield_16.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/16/Arch_AWS-Shield_16.svg
coarse/Security & Identity/Arch_Amazon-Cognito_16.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/16/Arch_Amazon-Cognito_16.svg
coarse/Security & Identity/Arch_Amazon-Macie_16.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/16/Arch_Amazon-Macie_16.svg
coarse/Security & Identity/Arch_AWS-Security-Hub_16.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/16/Arch_AWS-Security-Hub_16.svg
coarse/Security & Identity/Arch_AWS-Security-Hub_32.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/32/Arch_AWS-Security-Hub_32.svg
coarse/Containers & Orchestration/Arch_AWS-Secrets-Manager_32.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/32/Arch_AWS-Secrets-Manager_32.svg
coarse/Security & Identity/Arch_AWS-WAF_32.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/32/Arch_AWS-WAF_32.svg
coarse/Security & Identity/Arch_AWS-Shield_32.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/32/Arch_AWS-Shield_32.svg
coarse/Security & Identity/Arch_Amazon-GuardDuty_32.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/32/Arch_Amazon-GuardDuty_32.svg
coarse/Security & Identity/Arch_Amazon-Cognito_32.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/32/Arch_Amazon-Cognito_32.svg
coarse/Security & Identity/Arch_Amazon-Macie_32.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/32/Arch_Amazon-Macie_32.svg
coarse/Security & Identity/Arch_Amazon-Macie_48.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_Amazon-Macie_48.svg
coarse/Security & Identity/Arch_Amazon-Cognito_48.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_Amazon-Cognito_48.svg
coarse/Security & Identity/Arch_Amazon-GuardDuty_48.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_Amazon-GuardDuty_48.svg
coarse/Containers & Orchestration/Arch_AWS-Secrets-Manager_48.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Secrets-Manager_48.svg
coarse/Security & Identity/Arch_AWS-Shield_48.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Shield_48.svg
coarse/Security & Identity/Arch_AWS-Security-Hub_48.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Security-Hub_48.svg
coarse/Security & Identity/Arch_AWS-WAF_48.png,Security & Identity,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-WAF_48.svg
coarse/AI & Machine Learning/Arch_Amazon-Translate_64.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Translate_64.svg
coarse/AI & Machine Learning/Arch_Amazon-Comprehend_64.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Comprehend_64.svg
coarse/AI & Machine Learning/Arch_Amazon-Comprehend-Medical_64.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Comprehend-Medical_64.svg
coarse/AI & Machine Learning/Arch_Amazon-Bedrock_64.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Bedrock_64.svg
coarse/AI & Machine Learning/Arch_Amazon-SageMaker-AI_64.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-SageMaker-AI_64.svg
coarse/AI & Machine Learning/Arch_Amazon-Transcribe_64.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Transcribe_64.svg
coarse/AI & Machine Learning/Arch_Amazon-SageMaker-Ground-Truth_64.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-SageMaker-Ground-Truth_64.svg
coarse/AI & Machine Learning/Arch_Amazon-Textract_64.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Textract_64.svg
coarse/AI & Machine Learning/Arch_Amazon-Polly_64.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Polly_64.svg
coarse/AI & Machine Learning/Arch_Amazon-Rekognition_64.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Rekognition_64.svg
coarse/AI & Machine Learning/Arch_Amazon-SageMaker-Studio-Lab_64.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-SageMaker-Studio-Lab_64.svg
coarse/AI & Machine Learning/Arch_Amazon-Transcribe_16.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Transcribe_16.svg
coarse/AI & Machine Learning/Arch_Amazon-Polly_16.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Polly_16.svg
coarse/AI & Machine Learning/Arch_Amazon-Comprehend_16.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Comprehend_16.svg
coarse/AI & Machine Learning/Arch_Amazon-Textract_16.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Textract_16.svg
coarse/AI & Machine Learning/Arch_Amazon-SageMaker-Studio-Lab_16.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-SageMaker-Studio-Lab_16.svg
coarse/AI & Machine Learning/Arch_Amazon-Comprehend-Medical_16.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Comprehend-Medical_16.svg
coarse/AI & Machine Learning/Arch_Amazon-SageMaker-Ground-Truth_16.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-SageMaker-Ground-Truth_16.svg
coarse/AI & Machine Learning/Arch_Amazon-SageMaker-AI_16.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-SageMaker-AI_16.svg
coarse/AI & Machine Learning/Arch_Amazon-Bedrock_16.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Bedrock_16.svg
coarse/AI & Machine Learning/Arch_Amazon-Translate_16.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Translate_16.svg
coarse/AI & Machine Learning/Arch_Amazon-Rekognition_16.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Rekognition_16.svg
coarse/AI & Machine Learning/Arch_Amazon-Comprehend-Medical_32.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_Amazon-Comprehend-Medical_32.svg
coarse/AI & Machine Learning/Arch_Amazon-Textract_32.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_Amazon-Textract_32.svg
coarse/AI & Machine Learning/Arch_Amazon-SageMaker-Studio-Lab_32.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_Amazon-SageMaker-Studio-Lab_32.svg
coarse/AI & Machine Learning/Arch_Amazon-Translate_32.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_Amazon-Translate_32.svg
coarse/AI & Machine Learning/Arch_Amazon-Comprehend_32.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_Amazon-Comprehend_32.svg
coarse/AI & Machine Learning/Arch_Amazon-Transcribe_32.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_Amazon-Transcribe_32.svg
coarse/AI & Machine Learning/Arch_Amazon-Rekognition_32.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_Amazon-Rekognition_32.svg
coarse/AI & Machine Learning/Arch_Amazon-Polly_32.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_Amazon-Polly_32.svg
coarse/AI & Machine Learning/Arch_Amazon-SageMaker-AI_32.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_Amazon-SageMaker-AI_32.svg
coarse/AI & Machine Learning/Arch_Amazon-SageMaker-Ground-Truth_32.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_Amazon-SageMaker-Ground-Truth_32.svg
coarse/AI & Machine Learning/Arch_Amazon-Bedrock_32.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_Amazon-Bedrock_32.svg
coarse/AI & Machine Learning/Arch_Amazon-Transcribe_48.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-Transcribe_48.svg
coarse/AI & Machine Learning/Arch_Amazon-SageMaker-AI_48.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-SageMaker-AI_48.svg
coarse/AI & Machine Learning/Arch_Amazon-Polly_48.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-Polly_48.svg
coarse/AI & Machine Learning/Arch_Amazon-Comprehend_48.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-Comprehend_48.svg
coarse/AI & Machine Learning/Arch_Amazon-Bedrock_48.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-Bedrock_48.svg
coarse/AI & Machine Learning/Arch_Amazon-Textract_48.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-Textract_48.svg
coarse/AI & Machine Learning/Arch_Amazon-Comprehend-Medical_48.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-Comprehend-Medical_48.svg
coarse/AI & Machine Learning/Arch_Amazon-Rekognition_48.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-Rekognition_48.svg
coarse/AI & Machine Learning/Arch_Amazon-Translate_48.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-Translate_48.svg
coarse/AI & Machine Learning/Arch_Amazon-SageMaker-Ground-Truth_48.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-SageMaker-Ground-Truth_48.svg
coarse/AI & Machine Learning/Arch_Amazon-SageMaker-Studio-Lab_48.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-SageMaker-Studio-Lab_48.svg
coarse/Compute/Arch_AWS-Elastic-Beanstalk_64.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_AWS-Elastic-Beanstalk_64.svg
coarse/Compute/Arch_Amazon-EC2_64.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_Amazon-EC2_64.svg
coarse/Compute/Arch_AWS-Batch_64.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_AWS-Batch_64.svg
coarse/Compute/Arch_Amazon-EC2-Image-Builder_64.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_Amazon-EC2-Image-Builder_64.svg
coarse/Containers & Orchestration/Arch_AWS-App-Runner_64.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_AWS-App-Runner_64.svg
coarse/Serverless & Event-driven/Arch_AWS-Lambda_64.png,Serverless & Event-driven,Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_AWS-Lambda_64.svg
coarse/Compute/Arch_Amazon-Lightsail-for-Research_64.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_Amazon-Lightsail-for-Research_64.svg
coarse/Compute/Arch_Amazon-EC2-Auto-Scaling_64.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_Amazon-EC2-Auto-Scaling_64.svg
coarse/Compute/Arch_Amazon-Lightsail_64.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_Amazon-Lightsail_64.svg
coarse/Compute/Arch_Amazon-EC2_16.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_Amazon-EC2_16.svg
coarse/Compute/Arch_Amazon-EC2-Auto-Scaling_16.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_Amazon-EC2-Auto-Scaling_16.svg
coarse/Compute/Arch_Amazon-Lightsail-for-Research_16.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_Amazon-Lightsail-for-Research_16.svg
coarse/Containers & Orchestration/Arch_AWS-App-Runner_16.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_AWS-App-Runner_16.svg
coarse/Compute/Arch_AWS-Elastic-Beanstalk_16.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_AWS-Elastic-Beanstalk_16.svg
coarse/Compute/Arch_Amazon-Lightsail_16.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_Amazon-Lightsail_16.svg
coarse/Serverless & Event-driven/Arch_AWS-Lambda_16.png,Serverless & Event-driven,Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_AWS-Lambda_16.svg
coarse/Compute/Arch_AWS-Batch_16.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_AWS-Batch_16.svg
coarse/Compute/Arch_Amazon-EC2-Image-Builder_16.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_Amazon-EC2-Image-Builder_16.svg
coarse/Compute/Arch_Amazon-EC2-Auto-Scaling_32.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_Amazon-EC2-Auto-Scaling_32.svg
coarse/Compute/Arch_Amazon-EC2-Image-Builder_32.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_Amazon-EC2-Image-Builder_32.svg
coarse/Compute/Arch_Amazon-Lightsail_32.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_Amazon-Lightsail_32.svg
coarse/Containers & Orchestration/Arch_AWS-App-Runner_32.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_AWS-App-Runner_32.svg
coarse/Compute/Arch_Amazon-EC2_32.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_Amazon-EC2_32.svg
coarse/Serverless & Event-driven/Arch_AWS-Lambda_32.png,Serverless & Event-driven,Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_AWS-Lambda_32.svg
coarse/Compute/Arch_AWS-Elastic-Beanstalk_32.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_AWS-Elastic-Beanstalk_32.svg
coarse/Compute/Arch_AWS-Batch_32.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_AWS-Batch_32.svg
coarse/Compute/Arch_Amazon-Lightsail-for-Research_32.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_Amazon-Lightsail-for-Research_32.svg
coarse/Compute/Arch_Amazon-EC2-Auto-Scaling_48.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_Amazon-EC2-Auto-Scaling_48.svg
coarse/Compute/Arch_Amazon-EC2_48.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_Amazon-EC2_48.svg
coarse/Compute/Arch_Amazon-Lightsail-for-Research_48.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_Amazon-Lightsail-for-Research_48.svg
coarse/Containers & Orchestration/Arch_AWS-App-Runner_48.png,Containers & Orchestration,Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_AWS-App-Runner_48.svg
coarse/Compute/Arch_Amazon-EC2-Image-Builder_48.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_Amazon-EC2-Image-Builder_48.svg
coarse/Compute/Arch_AWS-Batch_48.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_AWS-Batch_48.svg
coarse/Serverless & Event-driven/Arch_AWS-Lambda_48.png,Serverless & Event-driven,Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_AWS-Lambda_48.svg
coarse/Compute/Arch_AWS-Elastic-Beanstalk_48.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_AWS-Elastic-Beanstalk_48.svg
coarse/Compute/Arch_Amazon-Lightsail_48.png,Compute,Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_Amazon-Lightsail_48.svg
coarse/Database/Arch_Amazon-Redshift_64.png,Database,Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_Amazon-Redshift_64.svg
coarse/Analytics/Arch_Amazon-EMR_64.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_Amazon-EMR_64.svg
coarse/Analytics/Arch_Amazon-QuickSight_64.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_Amazon-QuickSight_64.svg
coarse/Analytics/Arch_Amazon-Athena_64.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_Amazon-Athena_64.svg
coarse/Analytics/Arch_AWS-Glue_64.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_AWS-Glue_64.svg
coarse/Analytics/Arch_AWS-Glue-DataBrew_64.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_AWS-Glue-DataBrew_64.svg
coarse/AI & Machine Learning/Arch_Amazon-SageMaker_64.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_Amazon-SageMaker_64.svg
coarse/Analytics/Arch_AWS-Lake-Formation_64.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_AWS-Lake-Formation_64.svg
coarse/Analytics/Arch_Amazon-Kinesis-Data-Streams_64.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_Amazon-Kinesis-Data-Streams_64.svg
coarse/Analytics/Arch_Amazon-OpenSearch-Service_64.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_Amazon-OpenSearch-Service_64.svg
coarse/Analytics/Arch_Amazon-EMR_16.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_Amazon-EMR_16.svg
coarse/Analytics/Arch_AWS-Lake-Formation_16.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_AWS-Lake-Formation_16.svg
coarse/Analytics/Arch_AWS-Glue-DataBrew_16.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_AWS-Glue-DataBrew_16.svg
coarse/Analytics/Arch_Amazon-Athena_16.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_Amazon-Athena_16.svg
coarse/Analytics/Arch_Amazon-QuickSight_16.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_Amazon-QuickSight_16.svg
coarse/AI & Machine Learning/Arch_Amazon-SageMaker_16.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_Amazon-SageMaker_16.svg
coarse/Database/Arch_Amazon-Redshift_16.png,Database,Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_Amazon-Redshift_16.svg
coarse/Analytics/Arch_Amazon-Kinesis-Data-Streams_16.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_Amazon-Kinesis-Data-Streams_16.svg
coarse/Analytics/Arch_Amazon-OpenSearch-Service_16.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_Amazon-OpenSearch-Service_16.svg
coarse/Analytics/Arch_AWS-Glue_16.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_AWS-Glue_16.svg
coarse/Analytics/Arch_Amazon-Kinesis-Data-Streams_32.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_Amazon-Kinesis-Data-Streams_32.svg
coarse/Analytics/Arch_AWS-Glue-DataBrew_32.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_AWS-Glue-DataBrew_32.svg
coarse/Analytics/Arch_Amazon-QuickSight_32.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_Amazon-QuickSight_32.svg
coarse/Database/Arch_Amazon-Redshift_32.png,Database,Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_Amazon-Redshift_32.svg
coarse/Analytics/Arch_Amazon-EMR_32.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_Amazon-EMR_32.svg
coarse/Analytics/Arch_Amazon-OpenSearch-Service_32.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_Amazon-OpenSearch-Service_32.svg
coarse/Analytics/Arch_AWS-Lake-Formation_32.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_AWS-Lake-Formation_32.svg
coarse/Analytics/Arch_AWS-Glue_32.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_AWS-Glue_32.svg
coarse/AI & Machine Learning/Arch_Amazon-SageMaker_32.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_Amazon-SageMaker_32.svg
coarse/Analytics/Arch_Amazon-Athena_32.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_Amazon-Athena_32.svg
coarse/Analytics/Arch_Amazon-Athena_48.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_Amazon-Athena_48.svg
coarse/Analytics/Arch_Amazon-QuickSight_48.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_Amazon-QuickSight_48.svg
