file_path,coarse_class
Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-Polly_48.svg,AI & Machine Learning
Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-Comprehend_48.svg,AI & Machine Learning
Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-Bedrock_48.svg,AI & Machine Learning
Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-Textract_48.svg,AI & Machine Learning
Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-Comprehend-Medical_48.svg,AI & Machine Learning
Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-Rekognition_48.svg,AI & Machine Learning
Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-Translate_48.svg,AI & Machine Learning
Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-SageMaker-Ground-Truth_48.svg,AI & Machine Learning
Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/48/Arch_Amazon-SageMaker-Studio-Lab_48.svg,AI & Machine Learning
Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_AWS-Elastic-Beanstalk_64.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_Amazon-EC2_64.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_AWS-Batch_64.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_Amazon-EC2-Image-Builder_64.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_AWS-App-Runner_64.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_AWS-Lambda_64.svg,Serverless & Event-driven
Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_Amazon-Lightsail-for-Research_64.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_Amazon-EC2-Auto-Scaling_64.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/64/Arch_Amazon-Lightsail_64.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_Amazon-EC2_16.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_Amazon-EC2-Auto-Scaling_16.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_Amazon-Lightsail-for-Research_16.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_AWS-App-Runner_16.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_AWS-Elastic-Beanstalk_16.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_Amazon-Lightsail_16.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_AWS-Lambda_16.svg,Serverless & Event-driven
Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_AWS-Batch_16.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/16/Arch_Amazon-EC2-Image-Builder_16.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_Amazon-EC2-Auto-Scaling_32.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_Amazon-EC2-Image-Builder_32.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_Amazon-Lightsail_32.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_AWS-App-Runner_32.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_Amazon-EC2_32.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_AWS-Lambda_32.svg,Serverless & Event-driven
Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_AWS-Elastic-Beanstalk_32.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_AWS-Batch_32.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/32/Arch_Amazon-Lightsail-for-Research_32.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_Amazon-EC2-Auto-Scaling_48.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_Amazon-EC2_48.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_Amazon-Lightsail-for-Research_48.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_AWS-App-Runner_48.svg,Containers & Orchestration
Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_Amazon-EC2-Image-Builder_48.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_AWS-Batch_48.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_AWS-Lambda_48.svg,Serverless & Event-driven
Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_AWS-Elastic-Beanstalk_48.svg,Compute
Architecture-Service-Icons_02072025/Arch_Compute/48/Arch_Amazon-Lightsail_48.svg,Compute
Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_Amazon-Redshift_64.svg,Database
Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_Amazon-EMR_64.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_Amazon-QuickSight_64.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_Amazon-Athena_64.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_AWS-Glue_64.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_AWS-Glue-DataBrew_64.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_Amazon-SageMaker_64.svg,AI & Machine Learning
Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_AWS-Lake-Formation_64.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_Amazon-Kinesis-Data-Streams_64.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/64/Arch_Amazon-OpenSearch-Service_64.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_Amazon-EMR_16.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_AWS-Lake-Formation_16.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_AWS-Glue-DataBrew_16.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_Amazon-Athena_16.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_Amazon-QuickSight_16.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_Amazon-SageMaker_16.svg,AI & Machine Learning
Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_Amazon-Redshift_16.svg,Database
Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_Amazon-Kinesis-Data-Streams_16.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_Amazon-OpenSearch-Service_16.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/16/Arch_AWS-Glue_16.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_Amazon-Kinesis-Data-Streams_32.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_AWS-Glue-DataBrew_32.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_Amazon-QuickSight_32.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_Amazon-Redshift_32.svg,Database
Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_Amazon-EMR_32.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_Amazon-OpenSearch-Service_32.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_AWS-Lake-Formation_32.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_AWS-Glue_32.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_Amazon-SageMaker_32.svg,AI & Machine Learning
Architecture-Service-Icons_02072025/Arch_Analytics/32/Arch_Amazon-Athena_32.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_Amazon-Athena_48.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_Amazon-QuickSight_48.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_Amazon-SageMaker_48.svg,AI & Machine Learning
Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_AWS-Glue-DataBrew_48.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_AWS-Lake-Formation_48.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_Amazon-OpenSearch-Service_48.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_Amazon-Kinesis-Data-Streams_48.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_Amazon-EMR_48.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_AWS-Glue_48.svg,Analytics
Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_Amazon-Redshift_48.svg,Database
Architecture-Service-Icons_02072025/Arch_Migration-Modernization/64/Arch_AWS-DataSync_64.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Migration-Modernization/64/Arch_AWS-Transfer-Family_64.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Migration-Modernization/16/Arch_AWS-Transfer-Family_16.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Migration-Modernization/16/Arch_AWS-DataSync_16.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Migration-Modernization/32/Arch_AWS-Transfer-Family_32.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Migration-Modernization/32/Arch_AWS-DataSync_32.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Migration-Modernization/48/Arch_AWS-Transfer-Family_48.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Migration-Modernization/48/Arch_AWS-DataSync_48.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Media-Services/64/Arch_AWS-Elemental-MediaTailor_64.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/64/Arch_AWS-Elemental-MediaPackage_64.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/64/Arch_AWS-Elemental-MediaConvert_64.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/64/Arch_AWS-Elemental-MediaLive_64.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/64/Arch_AWS-Elemental-MediaStore_64.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/64/Arch_AWS-Elemental-MediaConnect_64.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Media-Services/16/Arch_AWS-Elemental-MediaPackage_16.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/16/Arch_AWS-Elemental-MediaConvert_16.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/16/Arch_AWS-Elemental-MediaStore_16.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/16/Arch_AWS-Elemental-MediaLive_16.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/16/Arch_AWS-Elemental-MediaConnect_16.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Media-Services/16/Arch_AWS-Elemental-MediaTailor_16.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/32/Arch_AWS-Elemental-MediaTailor_32.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/32/Arch_AWS-Elemental-MediaStore_32.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/32/Arch_AWS-Elemental-MediaPackage_32.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/32/Arch_AWS-Elemental-MediaLive_32.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/32/Arch_AWS-Elemental-MediaConvert_32.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/32/Arch_AWS-Elemental-MediaConnect_32.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-MediaStore_48.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-MediaConvert_48.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-MediaTailor_48.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-MediaLive_48.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-MediaConnect_48.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-MediaPackage_48.svg,Media Services
Architecture-Service-Icons_02072025/Arch_Blockchain/64/Arch_Amazon-Managed-Blockchain_64.svg,Blockchain
Architecture-Service-Icons_02072025/Arch_Blockchain/16/Arch_Amazon-Managed-Blockchain_16.svg,Blockchain
Architecture-Service-Icons_02072025/Arch_Blockchain/32/Arch_Amazon-Managed-Blockchain_32.svg,Blockchain
Architecture-Service-Icons_02072025/Arch_Blockchain/48/Arch_Amazon-Managed-Blockchain_48.svg,Blockchain
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-Analytics_64.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-SiteWise_64.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-Events_64.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-Greengrass_64.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-Core_64.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-Core_16.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-Events_16.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-Greengrass_16.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-Analytics_16.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-SiteWise_16.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-SiteWise_32.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-Analytics_32.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-Greengrass_32.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-Core_32.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-Events_32.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-Events_48.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-SiteWise_48.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-Analytics_48.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-Core_48.svg,IoT
Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-Greengrass_48.svg,IoT
Architecture-Service-Icons_02072025/Arch_End-User-Computing/64/Arch_Amazon-WorkSpaces-Family_64.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_End-User-Computing/16/Arch_Amazon-WorkSpaces-Family_16.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_End-User-Computing/32/Arch_Amazon-WorkSpaces-Family_32.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_End-User-Computing/48/Arch_Amazon-WorkSpaces-Family_48.svg,Business Applications
Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-S3-on-Outposts_64.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-EFS_64.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-FSx-for-NetApp-ONTAP_64.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-FSx-for-OpenZFS_64.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-FSx_64.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_AWS-Snowball-Edge_64.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_AWS-Storage-Gateway_64.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_AWS-Snowball_64.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_AWS-Backup_64.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-FSx-for-Lustre_64.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-FSx-for-WFS_64.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_AWS-Backup_16.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-FSx_16.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_AWS-Snowball-Edge_16.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-FSx-for-WFS_16.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_AWS-Storage-Gateway_16.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-FSx-for-Lustre_16.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-EFS_16.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-S3-on-Outposts_16.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-FSx-for-OpenZFS_16.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_AWS-Snowball_16.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-FSx-for-NetApp-ONTAP_16.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_AWS-Snowball-Edge_32.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_Amazon-FSx-for-OpenZFS_32.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_Amazon-FSx-for-Lustre_32.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_Amazon-FSx-for-WFS_32.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_AWS-Snowball_32.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_AWS-Storage-Gateway_32.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_Amazon-FSx-for-NetApp-ONTAP_32.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_Amazon-S3-on-Outposts_32.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_Amazon-EFS_32.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_Amazon-FSx_32.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_AWS-Backup_32.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_Amazon-FSx-for-NetApp-ONTAP_48.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_AWS-Storage-Gateway_48.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_Amazon-S3-on-Outposts_48.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_Amazon-FSx-for-WFS_48.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_Amazon-EFS_48.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_Amazon-FSx-for-OpenZFS_48.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_AWS-Snowball_48.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_Amazon-FSx_48.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_AWS-Snowball-Edge_48.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_AWS-Backup_48.svg,Storage
Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_Amazon-FSx-for-Lustre_48.svg,Storage
Architecture-Service-Icons_02072025/Arch_Database/64/Arch_Amazon-DocumentDB_64.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/64/Arch_AWS-Database-Migration-Service_64.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Database/64/Arch_Amazon-ElastiCache_64.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/64/Arch_Amazon-DynamoDB_64.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/64/Arch_Amazon-RDS_64.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/64/Arch_Amazon-Aurora_64.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/64/Arch_Amazon-Neptune_64.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/16/Arch_Amazon-DocumentDB_16.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/16/Arch_Amazon-Neptune_16.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/16/Arch_AWS-Database-Migration-Service_16.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Database/16/Arch_Amazon-DynamoDB_16.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/16/Arch_Amazon-Aurora_16.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/16/Arch_Amazon-ElastiCache_16.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/16/Arch_Amazon-RDS_16.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/32/Arch_Amazon-Neptune_32.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/32/Arch_AWS-Database-Migration-Service_32.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Database/32/Arch_Amazon-ElastiCache_32.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/32/Arch_Amazon-DynamoDB_32.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/32/Arch_Amazon-DocumentDB_32.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/32/Arch_Amazon-Aurora_32.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/32/Arch_Amazon-RDS_32.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/48/Arch_Amazon-DocumentDB_48.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/48/Arch_Amazon-Neptune_48.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/48/Arch_Amazon-Aurora_48.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/48/Arch_AWS-Database-Migration-Service_48.svg,Migration & Transfer
Architecture-Service-Icons_02072025/Arch_Database/48/Arch_Amazon-RDS_48.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/48/Arch_Amazon-ElastiCache_48.svg,Database
Architecture-Service-Icons_02072025/Arch_Database/48/Arch_Amazon-DynamoDB_48.svg,Database
Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Simulator-3_48.svg,Quantum
Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_QPU_48.svg,Quantum
Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Tensor-Network_48.svg,Quantum
Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Embedded-Simulator_48.svg,Quantum
Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Managed-Simulator_48.svg,Quantum
Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Simulator-2_48.svg,Quantum
Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_State-Vector_48.svg,Quantum
Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Chandelier_48.svg,Quantum
Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Simulator_48.svg,Quantum
Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Simulator-1_48.svg,Quantum
Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Chip_48.svg,Quantum
Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Noise-Simulator_48.svg,Quantum
Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Simulator-4_48.svg,Quantum
Resource-Icons_02072025/Res_Analytics/Res_AWS-Glue_AWS-Glue-for-Ray_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_AWS-Glue_Data-Catalog_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_Amazon-OpenSearch-Service_UltraWarm-Node_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_Amazon-Redshift_Query-Editor-v2.0_48.svg,Database
Resource-Icons_02072025/Res_Analytics/Res_Amazon-Quicksight_Paginated-Reports_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_Amazon-OpenSearch-Service_Index_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_Amazon-Redshift_Dense-Storage-Node_48.svg,Database
Resource-Icons_02072025/Res_Analytics/Res_AWS-Lake-Formation_Data-Lake_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_AWS-Glue_Data-Quality_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_Amazon-Redshift_ML_48.svg,Database
Resource-Icons_02072025/Res_Analytics/Res_Amazon-Redshift_RA3_48.svg,Database
Resource-Icons_02072025/Res_Analytics/Res_Amazon-EMR_HDFS-Cluster_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_Amazon-OpenSearch-Service_OpenSearch-Dashboards_48.svg,Database
Resource-Icons_02072025/Res_Analytics/Res_Amazon-OpenSearch-Service_Traces_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_Amazon-Redshift_Dense-Compute-Node_48.svg,Database
Resource-Icons_02072025/Res_Analytics/Res_AWS-Glue_Crawler_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_Amazon-OpenSearch-Service_Cluster-Administrator-Node_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_Amazon-Redshift_Auto-copy_48.svg,Database
Resource-Icons_02072025/Res_Analytics/Res_Amazon-OpenSearch-Service_Observability_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_Amazon-OpenSearch-Service_Data-Node_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_Amazon-Redshift_Streaming-Ingestion_48.svg,Database
Resource-Icons_02072025/Res_Analytics/Res_Amazon-EMR_EMR-Engine_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_Amazon-Redshift_Data-Sharing-Governance_48.svg,Database
Resource-Icons_02072025/Res_Analytics/Res_Amazon-OpenSearch-Service_OpenSearch-Ingestion_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_Amazon-MSK_Amazon-MSK-Connect_48.svg,Application Integration
Resource-Icons_02072025/Res_Analytics/Res_Amazon-Athena_Data-Source-Connectors_48.svg,Analytics
Resource-Icons_02072025/Res_Analytics/Res_Amazon-EMR_Cluster_48.svg,Analytics
Resource-Icons_02072025/Res_Database/Res_Amazon-Aurora_Amazon-RDS-Instance-Aternate_48.svg,Database
