icon_type,file_path,file_name,stem,dir,candidate_name,canonical_service_name,coarse_class,service_code_mapped,matched
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Firewall-Manager_48.svg,Arch_AWS-Firewall-Manager_48.svg,Arch_AWS-Firewall-Manager_48,48,Arch AWS Firewall Manager,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_Amazon-Detective_48.svg,Arch_Amazon-Detective_48.svg,Arch_Amazon-Detective_48,48,Arch Amazon Detective,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_Amazon-Macie_48.svg,Arch_Amazon-Macie_48.svg,Arch_Amazon-Macie_48,48,Arch Amazon Macie,amazon macie,Security & Identity,macie,True
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_Amazon-Cognito_48.svg,Arch_Amazon-Cognito_48.svg,Arch_Amazon-Cognito_48,48,Arch Amazon Cognito,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Resource-Access-Manager_48.svg,Arch_AWS-Resource-Access-Manager_48.svg,Arch_AWS-Resource-Access-Manager_48,48,Arch AWS Resource Access Manager,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_Amazon-Cloud-Directory_48.svg,Arch_Amazon-Cloud-Directory_48.svg,Arch_Amazon-Cloud-Directory_48,48,Arch Amazon Cloud Directory,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Key-Management-Service_48.svg,Arch_AWS-Key-Management-Service_48.svg,Arch_AWS-Key-Management-Service_48,48,Arch AWS Key Management Service,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_Amazon-GuardDuty_48.svg,Arch_Amazon-GuardDuty_48.svg,Arch_Amazon-GuardDuty_48,48,Arch Amazon GuardDuty,amazon guardduty,Security & Identity,guardduty,True
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Secrets-Manager_48.svg,Arch_AWS-Secrets-Manager_48.svg,Arch_AWS-Secrets-Manager_48,48,Arch AWS Secrets Manager,amazon ecr,Containers & Orchestration,ecr,True
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_Amazon-Security-Lake_48.svg,Arch_Amazon-Security-Lake_48.svg,Arch_Amazon-Security-Lake_48,48,Arch Amazon Security Lake,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Signer_48.svg,Arch_AWS-Signer_48.svg,Arch_AWS-Signer_48,48,Arch AWS Signer,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Shield_48.svg,Arch_AWS-Shield_48.svg,Arch_AWS-Shield_48,48,Arch AWS Shield,aws shield,Security & Identity,shield,True
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Security-Hub_48.svg,Arch_AWS-Security-Hub_48.svg,Arch_AWS-Security-Hub_48,48,Arch AWS Security Hub,aws security hub,Security & Identity,securityhub,True
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Security-Incident-Response_48.svg,Arch_AWS-Security-Incident-Response_48.svg,Arch_AWS-Security-Incident-Response_48,48,Arch AWS Security Incident Response,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-WAF_48.svg,Arch_AWS-WAF_48.svg,Arch_AWS-WAF_48,48,Arch AWS WAF,aws waf,Security & Identity,waf,True
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Network-Firewall_48.svg,Arch_AWS-Network-Firewall_48.svg,Arch_AWS-Network-Firewall_48,48,Arch AWS Network Firewall,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_Amazon-Verified-Permissions_48.svg,Arch_Amazon-Verified-Permissions_48.svg,Arch_Amazon-Verified-Permissions_48,48,Arch Amazon Verified Permissions,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_Amazon-Inspector_48.svg,Arch_Amazon-Inspector_48.svg,Arch_Amazon-Inspector_48,48,Arch Amazon Inspector,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Directory-Service_48.svg,Arch_AWS-Directory-Service_48.svg,Arch_AWS-Directory-Service_48,48,Arch AWS Directory Service,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Artifact_48.svg,Arch_AWS-Artifact_48.svg,Arch_AWS-Artifact_48,48,Arch AWS Artifact,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-CloudHSM_48.svg,Arch_AWS-CloudHSM_48.svg,Arch_AWS-CloudHSM_48,48,Arch AWS CloudHSM,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Payment-Cryptography_48.svg,Arch_AWS-Payment-Cryptography_48.svg,Arch_AWS-Payment-Cryptography_48,48,Arch AWS Payment Cryptography,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Identity-and-Access-Management_48.svg,Arch_AWS-Identity-and-Access-Management_48.svg,Arch_AWS-Identity-and-Access-Management_48,48,Arch AWS Identity and Access Management,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Private-Certificate-Authority_48.svg,Arch_AWS-Private-Certificate-Authority_48.svg,Arch_AWS-Private-Certificate-Authority_48,48,Arch AWS Private Certificate Authority,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-IAM-Identity-Center_48.svg,Arch_AWS-IAM-Identity-Center_48.svg,Arch_AWS-IAM-Identity-Center_48,48,Arch AWS IAM Identity Center,,,,False
service,Architecture-Service-Icons_02072025/Arch_Security-Identity-Compliance/48/Arch_AWS-Certificate-Manager_48.svg,Arch_AWS-Certificate-Manager_48.svg,Arch_AWS-Certificate-Manager_48,48,Arch AWS Certificate Manager,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Lookout-for-Metrics_64.svg,Arch_Amazon-Lookout-for-Metrics_64.svg,Arch_Amazon-Lookout-for-Metrics_64,64,Arch Amazon Lookout for Metrics,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Translate_64.svg,Arch_Amazon-Translate_64.svg,Arch_Amazon-Translate_64,64,Arch Amazon Translate,amazon translate,AI & Machine Learning,translate,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Personalize_64.svg,Arch_Amazon-Personalize_64.svg,Arch_Amazon-Personalize_64,64,Arch Amazon Personalize,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Q_64.svg,Arch_Amazon-Q_64.svg,Arch_Amazon-Q_64,64,Arch Amazon Q,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_AWS-DeepComposer_64.svg,Arch_AWS-DeepComposer_64.svg,Arch_AWS-DeepComposer_64,64,Arch AWS DeepComposer,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Monitron_64.svg,Arch_Amazon-Monitron_64.svg,Arch_Amazon-Monitron_64,64,Arch Amazon Monitron,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Forecast_64.svg,Arch_Amazon-Forecast_64.svg,Arch_Amazon-Forecast_64,64,Arch Amazon Forecast,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_AWS-HealthScribe_64.svg,Arch_AWS-HealthScribe_64.svg,Arch_AWS-HealthScribe_64,64,Arch AWS HealthScribe,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Comprehend_64.svg,Arch_Amazon-Comprehend_64.svg,Arch_Amazon-Comprehend_64,64,Arch Amazon Comprehend,amazon comprehend,AI & Machine Learning,comprehend,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Lex_64.svg,Arch_Amazon-Lex_64.svg,Arch_Amazon-Lex_64,64,Arch Amazon Lex,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_AWS-HealthImaging_64.svg,Arch_AWS-HealthImaging_64.svg,Arch_AWS-HealthImaging_64,64,Arch AWS HealthImaging,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_AWS-App-Studio_64.svg,Arch_AWS-App-Studio_64.svg,Arch_AWS-App-Studio_64,64,Arch AWS App Studio,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Apache-MXNet-on-AWS_64.svg,Arch_Apache-MXNet-on-AWS_64.svg,Arch_Apache-MXNet-on-AWS_64,64,Arch Apache MXNet on AWS,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Kendra_64.svg,Arch_Amazon-Kendra_64.svg,Arch_Amazon-Kendra_64,64,Arch Amazon Kendra,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_AWS-Neuron_64.svg,Arch_AWS-Neuron_64.svg,Arch_AWS-Neuron_64,64,Arch AWS Neuron,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Augmented-AI-A2I_64.svg,Arch_Amazon-Augmented-AI-A2I_64.svg,Arch_Amazon-Augmented-AI-A2I_64,64,Arch Amazon Augmented AI A2I,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_AWS-Deep-Learning-Containers_64.svg,Arch_AWS-Deep-Learning-Containers_64.svg,Arch_AWS-Deep-Learning-Containers_64,64,Arch AWS Deep Learning Containers,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_AWS-HealthOmics_64.svg,Arch_AWS-HealthOmics_64.svg,Arch_AWS-HealthOmics_64,64,Arch AWS HealthOmics,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_PyTorch-on-AWS_64.svg,Arch_PyTorch-on-AWS_64.svg,Arch_PyTorch-on-AWS_64,64,Arch PyTorch on AWS,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Comprehend-Medical_64.svg,Arch_Amazon-Comprehend-Medical_64.svg,Arch_Amazon-Comprehend-Medical_64,64,Arch Amazon Comprehend Medical,amazon comprehend,AI & Machine Learning,comprehend,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Bedrock_64.svg,Arch_Amazon-Bedrock_64.svg,Arch_Amazon-Bedrock_64,64,Arch Amazon Bedrock,amazon bedrock,AI & Machine Learning,bedrock,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Lookout-for-Vision_64.svg,Arch_Amazon-Lookout-for-Vision_64.svg,Arch_Amazon-Lookout-for-Vision_64,64,Arch Amazon Lookout for Vision,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-DevOps-Guru_64.svg,Arch_Amazon-DevOps-Guru_64.svg,Arch_Amazon-DevOps-Guru_64,64,Arch Amazon DevOps Guru,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_AWS-DeepRacer_64.svg,Arch_AWS-DeepRacer_64.svg,Arch_AWS-DeepRacer_64,64,Arch AWS DeepRacer,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-SageMaker-AI_64.svg,Arch_Amazon-SageMaker-AI_64.svg,Arch_Amazon-SageMaker-AI_64,64,Arch Amazon SageMaker AI,amazon sagemaker,AI & Machine Learning,sagemaker,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Transcribe_64.svg,Arch_Amazon-Transcribe_64.svg,Arch_Amazon-Transcribe_64,64,Arch Amazon Transcribe,amazon transcribe,AI & Machine Learning,transcribe,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Lookout-for-Equipment_64.svg,Arch_Amazon-Lookout-for-Equipment_64.svg,Arch_Amazon-Lookout-for-Equipment_64,64,Arch Amazon Lookout for Equipment,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_AWS-HealthLake_64.svg,Arch_AWS-HealthLake_64.svg,Arch_AWS-HealthLake_64,64,Arch AWS HealthLake,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-SageMaker-Ground-Truth_64.svg,Arch_Amazon-SageMaker-Ground-Truth_64.svg,Arch_Amazon-SageMaker-Ground-Truth_64,64,Arch Amazon SageMaker Ground Truth,amazon sagemaker,AI & Machine Learning,sagemaker,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_TensorFlow-on-AWS_64.svg,Arch_TensorFlow-on-AWS_64.svg,Arch_TensorFlow-on-AWS_64,64,Arch TensorFlow on AWS,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_AWS-Panorama_64.svg,Arch_AWS-Panorama_64.svg,Arch_AWS-Panorama_64,64,Arch AWS Panorama,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Textract_64.svg,Arch_Amazon-Textract_64.svg,Arch_Amazon-Textract_64,64,Arch Amazon Textract,amazon textract,AI & Machine Learning,textract,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Polly_64.svg,Arch_Amazon-Polly_64.svg,Arch_Amazon-Polly_64,64,Arch Amazon Polly,amazon polly,AI & Machine Learning,polly,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-CodeGuru_64.svg,Arch_Amazon-CodeGuru_64.svg,Arch_Amazon-CodeGuru_64,64,Arch Amazon CodeGuru,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_AWS-Deep-Learning-AMIs_64.svg,Arch_AWS-Deep-Learning-AMIs_64.svg,Arch_AWS-Deep-Learning-AMIs_64,64,Arch AWS Deep Learning AMIs,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_AWS-DeepLens_64.svg,Arch_AWS-DeepLens_64.svg,Arch_AWS-DeepLens_64,64,Arch AWS DeepLens,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Rekognition_64.svg,Arch_Amazon-Rekognition_64.svg,Arch_Amazon-Rekognition_64,64,Arch Amazon Rekognition,amazon rekognition,AI & Machine Learning,rekognition,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Nova_64.svg,Arch_Amazon-Nova_64.svg,Arch_Amazon-Nova_64,64,Arch Amazon Nova,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-CodeWhisperer_64.svg,Arch_Amazon-CodeWhisperer_64.svg,Arch_Amazon-CodeWhisperer_64,64,Arch Amazon CodeWhisperer,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Fraud-Detector_64.svg,Arch_Amazon-Fraud-Detector_64.svg,Arch_Amazon-Fraud-Detector_64,64,Arch Amazon Fraud Detector,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-SageMaker-Studio-Lab_64.svg,Arch_Amazon-SageMaker-Studio-Lab_64.svg,Arch_Amazon-SageMaker-Studio-Lab_64,64,Arch Amazon SageMaker Studio Lab,amazon sagemaker,AI & Machine Learning,sagemaker,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/64/Arch_Amazon-Elastic-Inference_64.svg,Arch_Amazon-Elastic-Inference_64.svg,Arch_Amazon-Elastic-Inference_64,64,Arch Amazon Elastic Inference,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Transcribe_16.svg,Arch_Amazon-Transcribe_16.svg,Arch_Amazon-Transcribe_16,16,Arch Amazon Transcribe,amazon transcribe,AI & Machine Learning,transcribe,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Polly_16.svg,Arch_Amazon-Polly_16.svg,Arch_Amazon-Polly_16,16,Arch Amazon Polly,amazon polly,AI & Machine Learning,polly,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Personalize_16.svg,Arch_Amazon-Personalize_16.svg,Arch_Amazon-Personalize_16,16,Arch Amazon Personalize,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Lookout-for-Vision_16.svg,Arch_Amazon-Lookout-for-Vision_16.svg,Arch_Amazon-Lookout-for-Vision_16,16,Arch Amazon Lookout for Vision,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Nova_16.svg,Arch_Amazon-Nova_16.svg,Arch_Amazon-Nova_16,16,Arch Amazon Nova,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_PyTorch-on-AWS_16.svg,Arch_PyTorch-on-AWS_16.svg,Arch_PyTorch-on-AWS_16,16,Arch PyTorch on AWS,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Comprehend_16.svg,Arch_Amazon-Comprehend_16.svg,Arch_Amazon-Comprehend_16,16,Arch Amazon Comprehend,amazon comprehend,AI & Machine Learning,comprehend,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Fraud-Detector_16.svg,Arch_Amazon-Fraud-Detector_16.svg,Arch_Amazon-Fraud-Detector_16,16,Arch Amazon Fraud Detector,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Textract_16.svg,Arch_Amazon-Textract_16.svg,Arch_Amazon-Textract_16,16,Arch Amazon Textract,amazon textract,AI & Machine Learning,textract,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Augmented-AI-A2I_16.svg,Arch_Amazon-Augmented-AI-A2I_16.svg,Arch_Amazon-Augmented-AI-A2I_16,16,Arch Amazon Augmented AI A2I,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_AWS-HealthLake_16.svg,Arch_AWS-HealthLake_16.svg,Arch_AWS-HealthLake_16,16,Arch AWS HealthLake,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_AWS-App-Studio_16.svg,Arch_AWS-App-Studio_16.svg,Arch_AWS-App-Studio_16,16,Arch AWS App Studio,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Lookout-for-Metrics_16.svg,Arch_Amazon-Lookout-for-Metrics_16.svg,Arch_Amazon-Lookout-for-Metrics_16,16,Arch Amazon Lookout for Metrics,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_AWS-Neuron_16.svg,Arch_AWS-Neuron_16.svg,Arch_AWS-Neuron_16,16,Arch AWS Neuron,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_AWS-Deep-Learning-AMIs_16.svg,Arch_AWS-Deep-Learning-AMIs_16.svg,Arch_AWS-Deep-Learning-AMIs_16,16,Arch AWS Deep Learning AMIs,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Kendra_16.svg,Arch_Amazon-Kendra_16.svg,Arch_Amazon-Kendra_16,16,Arch Amazon Kendra,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-CodeGuru_16.svg,Arch_Amazon-CodeGuru_16.svg,Arch_Amazon-CodeGuru_16,16,Arch Amazon CodeGuru,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-SageMaker-Studio-Lab_16.svg,Arch_Amazon-SageMaker-Studio-Lab_16.svg,Arch_Amazon-SageMaker-Studio-Lab_16,16,Arch Amazon SageMaker Studio Lab,amazon sagemaker,AI & Machine Learning,sagemaker,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_AWS-DeepRacer_16.svg,Arch_AWS-DeepRacer_16.svg,Arch_AWS-DeepRacer_16,16,Arch AWS DeepRacer,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_AWS-HealthOmics_16.svg,Arch_AWS-HealthOmics_16.svg,Arch_AWS-HealthOmics_16,16,Arch AWS HealthOmics,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Comprehend-Medical_16.svg,Arch_Amazon-Comprehend-Medical_16.svg,Arch_Amazon-Comprehend-Medical_16,16,Arch Amazon Comprehend Medical,amazon comprehend,AI & Machine Learning,comprehend,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-SageMaker-Ground-Truth_16.svg,Arch_Amazon-SageMaker-Ground-Truth_16.svg,Arch_Amazon-SageMaker-Ground-Truth_16,16,Arch Amazon SageMaker Ground Truth,amazon sagemaker,AI & Machine Learning,sagemaker,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-SageMaker-AI_16.svg,Arch_Amazon-SageMaker-AI_16.svg,Arch_Amazon-SageMaker-AI_16,16,Arch Amazon SageMaker AI,amazon sagemaker,AI & Machine Learning,sagemaker,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Bedrock_16.svg,Arch_Amazon-Bedrock_16.svg,Arch_Amazon-Bedrock_16,16,Arch Amazon Bedrock,amazon bedrock,AI & Machine Learning,bedrock,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_AWS-Deep-Learning-Containers_16.svg,Arch_AWS-Deep-Learning-Containers_16.svg,Arch_AWS-Deep-Learning-Containers_16,16,Arch AWS Deep Learning Containers,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Apache-MXNet-on-AWS_16.svg,Arch_Apache-MXNet-on-AWS_16.svg,Arch_Apache-MXNet-on-AWS_16,16,Arch Apache MXNet on AWS,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Forecast_16.svg,Arch_Amazon-Forecast_16.svg,Arch_Amazon-Forecast_16,16,Arch Amazon Forecast,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Lex_16.svg,Arch_Amazon-Lex_16.svg,Arch_Amazon-Lex_16,16,Arch Amazon Lex,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_AWS-Panorama_16.svg,Arch_AWS-Panorama_16.svg,Arch_AWS-Panorama_16,16,Arch AWS Panorama,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Translate_16.svg,Arch_Amazon-Translate_16.svg,Arch_Amazon-Translate_16,16,Arch Amazon Translate,amazon translate,AI & Machine Learning,translate,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_AWS-DeepLens_16.svg,Arch_AWS-DeepLens_16.svg,Arch_AWS-DeepLens_16,16,Arch AWS DeepLens,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-DevOps-Guru_16.svg,Arch_Amazon-DevOps-Guru_16.svg,Arch_Amazon-DevOps-Guru_16,16,Arch Amazon DevOps Guru,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Elastic-Inference_16.svg,Arch_Amazon-Elastic-Inference_16.svg,Arch_Amazon-Elastic-Inference_16,16,Arch Amazon Elastic Inference,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_AWS-HealthScribe_16.svg,Arch_AWS-HealthScribe_16.svg,Arch_AWS-HealthScribe_16,16,Arch AWS HealthScribe,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_AWS-DeepComposer_16.svg,Arch_AWS-DeepComposer_16.svg,Arch_AWS-DeepComposer_16,16,Arch AWS DeepComposer,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Lookout-for-Equipment_16.svg,Arch_Amazon-Lookout-for-Equipment_16.svg,Arch_Amazon-Lookout-for-Equipment_16,16,Arch Amazon Lookout for Equipment,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Rekognition_16.svg,Arch_Amazon-Rekognition_16.svg,Arch_Amazon-Rekognition_16,16,Arch Amazon Rekognition,amazon rekognition,AI & Machine Learning,rekognition,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-CodeWhisperer_16.svg,Arch_Amazon-CodeWhisperer_16.svg,Arch_Amazon-CodeWhisperer_16,16,Arch Amazon CodeWhisperer,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Q_16.svg,Arch_Amazon-Q_16.svg,Arch_Amazon-Q_16,16,Arch Amazon Q,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_Amazon-Monitron_16.svg,Arch_Amazon-Monitron_16.svg,Arch_Amazon-Monitron_16,16,Arch Amazon Monitron,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_TensorFlow-on-AWS_16.svg,Arch_TensorFlow-on-AWS_16.svg,Arch_TensorFlow-on-AWS_16,16,Arch TensorFlow on AWS,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/16/Arch_AWS-HealthImaging_16.svg,Arch_AWS-HealthImaging_16.svg,Arch_AWS-HealthImaging_16,16,Arch AWS HealthImaging,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_Amazon-Comprehend-Medical_32.svg,Arch_Amazon-Comprehend-Medical_32.svg,Arch_Amazon-Comprehend-Medical_32,32,Arch Amazon Comprehend Medical,amazon comprehend,AI & Machine Learning,comprehend,True
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_Amazon-Lookout-for-Equipment_32.svg,Arch_Amazon-Lookout-for-Equipment_32.svg,Arch_Amazon-Lookout-for-Equipment_32,32,Arch Amazon Lookout for Equipment,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_Amazon-Monitron_32.svg,Arch_Amazon-Monitron_32.svg,Arch_Amazon-Monitron_32,32,Arch Amazon Monitron,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_AWS-HealthOmics_32.svg,Arch_AWS-HealthOmics_32.svg,Arch_AWS-HealthOmics_32,32,Arch AWS HealthOmics,,,,False
service,Architecture-Service-Icons_02072025/Arch_Artificial-Intelligence/32/Arch_AWS-DeepRacer_32.svg,Arch_AWS-DeepRacer_32.svg,Arch_AWS-DeepRacer_32,32,Arch AWS DeepRacer,,,,False
